migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
GBR,SAU,2002.0,29,8,21
USA,PAK,2001.0,22,32,-10
FRA,HKG,2008.0,10,10,0
FRA,TUR,2015.0,16,19,-3
COL,USA,2003.0,41,39,2
COL,USA,2013.0,88,112,-24
ISR,GBR,2017.0,66,68,-2
BEL,FRA,2020.0,226,285,-59
GBR,GRC,2019.0,188,250,-62
USA,ISR,2003.0,283,435,-152
IND,JPN,2000.0,84,48,36
POL,GBR,2000.0,19,45,-26
ISR,CAN,2009.0,54,39,15
DEU,AUS,2021.0,140,164,-24
ITA,JPN,2020.0,30,30,0
TUR,ARE,2019.0,5,4,1
GRC,CAN,2006.0,9,12,-3
IND,CHE,2005.0,16,13,3
USA,NLD,2011.0,347,376,-29
DEU,DNK,2016.0,142,93,49
IRN,CAN,2009.0,111,58,53
USA,NOR,2011.0,100,72,28
FRA,LBN,2007.0,28,22,6
AUT,SVN,2008.0,5,5,0
DEU,CZE,2019.0,72,71,1
CHE,USA,2020.0,541,621,-80
AUS,IND,2017.0,71,145,-74
CZE,EGY,2003.0,2,1,1
JPN,BGD,2015.0,72,47,25
NOR,SGP,2009.0,2,4,-2
POL,TWN,2021.0,3,4,-1
IND,ARE,2005.0,5,2,3
JPN,ITA,2007.0,17,19,-2
ROU,GBR,2021.0,19,20,-1
GBR,CZE,2000.0,32,33,-1
USA,MNG,2011.0,4,2,2
SWE,EGY,2013.0,6,10,-4
CHL,AUS,2019.0,29,19,10
IND,OMN,2012.0,12,13,-1
FRA,CHE,2002.0,252,195,57
TWN,CHN,2023.0,138,112,26
NOR,NLD,2009.0,10,29,-19
FRA,SGP,2017.0,34,27,7
IND,ETH,2003.0,5,3,2
DEU,ESP,2019.0,244,252,-8
BEL,FIN,2023.0,8,5,3
AUS,HKG,2004.0,27,26,1
TWN,SGP,2009.0,9,9,0
THA,NZL,2003.0,1,1,0
SGP,USA,2019.0,256,249,7
USA,DNK,2023.0,106,82,24
NOR,DEU,2022.0,55,82,-27
IND,AUS,2012.0,82,52,30
DEU,FIN,2012.0,48,48,0
ROU,FRA,2014.0,39,31,8
BEL,USA,2013.0,185,167,18
KEN,TZA,2005.0,4,5,-1
USA,NZL,2003.0,148,128,20
FRA,ITA,2022.0,281,294,-13
USA,BEL,2007.0,108,136,-28
NLD,SVK,2012.0,2,5,-3
NLD,KOR,2012.0,8,9,-1
PRT,GBR,2018.0,132,89,43
USA,LBN,2021.0,60,144,-84
MEX,CHN,2020.0,9,8,1
DEU,LVA,2012.0,3,7,-4
ITA,CAN,2008.0,44,40,4
NLD,UKR,2016.0,2,3,-1
JPN,FRA,2017.0,91,79,12
CAN,RUS,2020.0,23,18,5
CAN,NZL,2017.0,44,44,0
GUM,USA,2007.0,6,2,4
UGA,USA,2004.0,13,11,2
USA,UGA,2005.0,18,10,8
USA,RUS,2001.0,266,597,-331
AUS,DEU,2021.0,164,140,24
BEL,FRA,1999.0,124,116,8
BEL,CHE,2016.0,68,78,-10
NLD,THA,2017.0,10,11,-1
SVN,AUT,2014.0,13,5,8
AUT,SVN,2015.0,3,4,-1
USA,PER,2020.0,65,66,-1
SVN,USA,2009.0,16,16,0
CHE,ISR,2013.0,14,16,-2
KOR,VNM,2007.0,11,6,5
CHN,HKG,2000.0,209,160,49
GBR,SAU,2005.0,22,14,8
GBR,NOR,2020.0,118,69,49
PRT,ESP,2014.0,100,110,-10
DNK,POL,2013.0,9,8,1
GBR,ESP,2014.0,292,487,-195
AUS,THA,2013.0,36,28,8
CHE,ARG,2019.0,6,11,-5
CAN,SGP,1998.0,16,6,10
JAM,USA,2010.0,13,12,1
GBR,OMN,2003.0,6,7,-1
AUS,PHL,2004.0,7,8,-1
CAN,PAK,2021.0,24,39,-15
GRC,GBR,2019.0,250,188,62
GBR,KEN,2011.0,26,25,1
NLD,CAN,2007.0,41,47,-6
ITA,AUS,2005.0,18,25,-7
USA,IRN,2019.0,161,576,-415
USA,SAU,1997.0,31,17,14
TUR,USA,2021.0,309,291,18
CHE,RUS,2004.0,15,22,-7
DEU,SWE,2008.0,123,91,32
FIN,DEU,2016.0,69,67,2
JPN,KOR,2008.0,155,95,60
ZAF,GBR,2008.0,87,79,8
GBR,ZAF,2017.0,82,118,-36
POL,GBR,2006.0,36,24,12
GRC,USA,2011.0,128,116,12
CAN,LUX,2019.0,3,1,2
CHE,DEU,2023.0,300,364,-64
HKG,CHN,2002.0,262,252,10
USA,MEX,2012.0,255,215,40
SWE,BEL,2017.0,22,29,-7
CHE,ITA,2016.0,111,296,-185
COD,COG,2010.0,16,18,-2
ESP,AUT,2011.0,27,19,8
JPN,ZMB,2014.0,3,2,1
ARG,FRA,2020.0,39,25,14
ITA,BGD,2012.0,4,4,0
MEX,GBR,2003.0,33,36,-3
GBR,KOR,2011.0,57,33,24
DEU,POL,2002.0,75,87,-12
USA,LTU,2010.0,9,6,3
IRL,ISR,2014.0,8,12,-4
NOR,ITA,2023.0,5,27,-22
USA,RUS,2014.0,195,195,0
PRT,GBR,2017.0,135,86,49
ESP,DNK,2019.0,42,31,11
THA,SWE,2022.0,4,8,-4
GRC,AUS,2016.0,10,5,5
DEU,BGR,2006.0,16,37,-21
ZWE,USA,2012.0,5,6,-1
FRA,TUN,2016.0,156,101,55
NOR,AUS,2011.0,7,17,-10
CAN,MAR,2010.0,15,1,14
AUS,CHN,2021.0,674,424,250
HKG,SGP,2013.0,34,27,7
ITA,CHN,2011.0,27,30,-3
POL,CZE,2012.0,15,8,7
FRA,ITA,2018.0,315,383,-68
FRA,TUN,2018.0,119,113,6
DNK,CRI,2017.0,2,1,1
DEU,FRA,2021.0,346,391,-45
BEL,ZAF,2006.0,8,6,2
RUS,DEU,2017.0,143,118,25
AUT,SVK,2018.0,5,16,-11
GBR,DNK,2021.0,137,116,21
GBR,SGP,2006.0,63,56,7
BLR,RUS,2021.0,20,23,-3
AUS,CHE,2004.0,36,31,5
HKG,GBR,2004.0,35,27,8
AUS,IND,2022.0,72,112,-40
AUT,DEU,2017.0,367,364,3
CHN,TWN,2022.0,169,235,-66
SGP,GBR,2004.0,40,41,-1
KOR,IND,2022.0,156,308,-152
KOR,AUS,2010.0,36,22,14
URY,USA,2003.0,8,12,-4
USA,POL,2003.0,131,183,-52
PRT,FRA,2012.0,34,53,-19
RUS,KOR,2014.0,7,14,-7
SVK,NLD,2014.0,6,5,1
GBR,IRN,2002.0,59,11,48
BRA,ITA,2010.0,25,46,-21
RUS,NOR,2013.0,10,8,2
IDN,SWE,2011.0,2,2,0
RUS,BLR,2005.0,27,15,12
ITA,BEL,2019.0,145,89,56
AUT,GRC,2007.0,7,1,6
NLD,ITA,2018.0,95,155,-60
IND,KOR,2005.0,66,13,53
PRT,IND,2015.0,17,19,-2
CHN,SGP,2006.0,84,112,-28
MYS,IRN,2007.0,5,7,-2
CAN,IRN,2009.0,58,111,-53
CMR,USA,2010.0,10,5,5
FRA,IRN,2009.0,24,11,13
USA,COL,2020.0,150,181,-31
SVN,AUT,2008.0,5,5,0
USA,PRT,2005.0,47,48,-1
BRA,AUT,2000.0,3,1,2
AUS,BEL,2020.0,26,38,-12
BEL,ITA,2023.0,66,77,-11
RUS,USA,2011.0,190,186,4
IND,PRT,2010.0,20,5,15
GRC,NLD,2009.0,19,12,7
NLD,GRC,2010.0,16,18,-2
DNK,LTU,2003.0,1,1,0
BFA,FRA,2019.0,12,15,-3
CHN,NLD,2007.0,40,27,13
GRC,ESP,2008.0,21,9,12
POL,SWE,1998.0,9,14,-5
AUS,IRL,2020.0,60,41,19
DEU,FRA,2019.0,365,441,-76
BRA,DNK,2016.0,28,9,19
USA,PER,2007.0,33,33,0
PAK,GBR,2010.0,39,52,-13
USA,GRD,2008.0,5,3,2
CAN,POL,2011.0,15,18,-3
USA,CAN,1999.0,956,1397,-441
CHE,HRV,2004.0,1,6,-5
NOR,DEU,2016.0,57,82,-25
DEU,BEL,2010.0,101,108,-7
PRT,USA,2007.0,40,55,-15
RUS,BLR,2002.0,41,14,27
SRB,CAN,2000.0,6,3,3
BRA,DEU,2010.0,64,64,0
USA,GEO,2013.0,53,42,11
NLD,ABW,2012.0,1,1,0
JPN,THA,2011.0,94,70,24
COL,CAN,2022.0,35,7,28
CAN,DOM,2023.0,1,1,0
TWN,IND,2009.0,28,66,-38
USA,PSE,2014.0,11,5,6
NLD,AUT,2016.0,23,20,3
FRA,DNK,2009.0,28,23,5
CHE,SWE,2019.0,56,66,-10
FIN,NZL,2014.0,3,5,-2
PRT,ESP,2008.0,50,52,-2
FRA,BEL,2020.0,285,226,59
EGY,SAU,2023.0,260,194,66
ARE,MAR,2020.0,7,3,4
BEL,ESP,2009.0,40,28,12
GRC,CYP,2013.0,50,16,34
SAU,USA,2020.0,162,390,-228
NLD,PRT,2012.0,21,24,-3
CHE,AUS,2012.0,65,58,7
AUS,TWN,2006.0,10,6,4
KOR,DEU,2011.0,53,40,13
PRT,BEL,2003.0,3,6,-3
USA,THA,2019.0,239,136,103
KOR,UZB,2021.0,4,7,-3
BEL,ITA,2000.0,49,36,13
JPN,CAN,2008.0,88,85,3
GBR,SRB,2005.0,13,11,2
SRB,GBR,2006.0,15,7,8
ROU,GBR,2011.0,14,15,-1
IND,RUS,2001.0,3,3,0
IRN,CAN,2019.0,364,76,288
CHE,ITA,2017.0,115,306,-191
DNK,NLD,2010.0,13,26,-13
MEX,COL,2005.0,8,6,2
COL,MEX,2011.0,22,25,-3
DEU,NOR,2008.0,62,15,47
NOR,TZA,2013.0,4,7,-3
LBN,USA,2005.0,36,40,-4
USA,ZAF,2007.0,68,61,7
GBR,DNK,2019.0,139,114,25
BEL,ESP,2019.0,74,85,-11
SGP,GBR,2015.0,98,158,-60
ITA,DNK,2006.0,19,9,10
IRL,USA,2006.0,81,114,-33
IND,MYS,2017.0,79,62,17
MYS,IND,2021.0,85,63,22
CAN,ARE,2010.0,13,7,6
FRA,AUS,2016.0,107,95,12
IDN,IND,2010.0,5,10,-5
CHL,AUS,2011.0,15,6,9
MYS,GBR,2013.0,64,199,-135
SGP,JPN,2007.0,13,23,-10
DEU,CZE,2009.0,37,28,9
CUB,ESP,2010.0,45,18,27
RUS,FRA,2005.0,63,49,14
CHE,POL,2011.0,12,23,-11
USA,URY,2007.0,9,10,-1
RUS,IRN,2007.0,7,1,6
FRA,JPN,2013.0,95,75,20
CUB,CHL,2012.0,5,4,1
VEN,USA,2005.0,44,39,5
SWE,FRA,2015.0,47,87,-40
IND,LKA,2010.0,2,6,-4
SAU,JOR,2018.0,41,31,10
USA,GMB,2018.0,2,6,-4
USA,GMB,2022.0,3,1,2
CAN,DZA,2012.0,2,3,-1
RUS,NLD,2002.0,25,14,11
ISR,NZL,2007.0,3,1,2
NZL,ISR,2013.0,2,1,1
GRL,CAN,2018.0,2,1,1
FRA,DZA,2006.0,58,35,23
EGY,SAU,2000.0,24,30,-6
DEU,SWE,2001.0,90,97,-7
RUS,FRA,2002.0,74,60,14
VEN,USA,2012.0,30,24,6
IRN,SWE,2010.0,21,19,2
GBR,NLD,1998.0,136,140,-4
ZAF,ITA,2007.0,5,4,1
SRB,USA,2017.0,28,26,2
SEN,FRA,2018.0,25,54,-29
CHL,CAN,2015.0,18,27,-9
IRN,FRA,2014.0,18,34,-16
LTU,RUS,2004.0,3,3,0
CAN,ESP,2009.0,36,31,5
RUS,JPN,2000.0,49,48,1
UKR,RUS,2013.0,78,58,20
ITA,DNK,2010.0,36,12,24
ESP,USA,1997.0,241,268,-27
ARG,ITA,2009.0,13,18,-5
DEU,ISR,2015.0,62,51,11
GBR,HUN,2010.0,34,33,1
UZB,DEU,2009.0,4,3,1
BRA,ISR,2019.0,13,2,11
IND,FRA,2000.0,31,15,16
USA,PAK,2015.0,82,93,-11
NLD,KOR,2005.0,7,1,6
ESP,DEU,2023.0,140,173,-33
ISL,DEU,2011.0,5,7,-2
CHL,ESP,2016.0,92,153,-61
IRL,CAN,2009.0,23,35,-12
NZL,CAN,2007.0,29,31,-2
SRB,HRV,2002.0,6,7,-1
ESP,USA,2002.0,355,397,-42
PAK,SAU,2001.0,10,4,6
CHE,JPN,2007.0,37,29,8
SGP,KWT,2016.0,1,1,0
POL,DEU,2017.0,85,81,4
NZL,DEU,2009.0,36,41,-5
KEN,CHN,2008.0,1,2,-1
BRA,CHE,2020.0,35,29,6
CUB,MEX,2007.0,15,14,1
PSE,GBR,2011.0,1,1,0
GBR,AUS,1998.0,301,249,52
AUS,FRA,2003.0,40,57,-17
AUS,BRN,2013.0,3,5,-2
DEU,EGY,2017.0,59,48,11
TUR,SAU,2010.0,7,4,3
TWN,GBR,2002.0,25,39,-14
GBR,TWN,2005.0,39,17,22
BRA,FRA,2003.0,70,89,-19
USA,CUB,2006.0,7,5,2
SWE,DEU,2017.0,143,187,-44
PRT,ESP,2004.0,34,43,-9
NLD,VNM,2006.0,7,3,4
ZAF,GBR,2001.0,87,68,19
RUS,CAN,1998.0,33,14,19
SVN,DEU,1999.0,5,4,1
CAN,ESP,2011.0,46,56,-10
POL,DEU,2018.0,91,92,-1
BLR,RUS,2019.0,22,15,7
RUS,CHN,2020.0,55,44,11
NOR,ISL,2001.0,3,1,2
RUS,SWE,2000.0,41,24,17
CHE,USA,1998.0,360,316,44
USA,CHE,1999.0,335,395,-60
USA,SGP,2016.0,220,222,-2
BRA,BEL,2018.0,21,24,-3
GBR,ARG,2012.0,20,20,0
USA,IDN,2017.0,57,24,33
LTU,SWE,2009.0,5,6,-1
USA,FIN,2003.0,102,95,7
GBR,TWN,2002.0,39,25,14
FRA,MDG,2018.0,15,17,-2
FRA,MDG,2022.0,7,3,4
POL,ITA,2007.0,15,11,4
FRA,CMR,2002.0,17,19,-2
HUN,AUT,2015.0,15,17,-2
GBR,NLD,2020.0,390,385,5
GBR,CHN,2001.0,104,95,9
SWE,UKR,2017.0,5,8,-3
TWN,HKG,2008.0,15,10,5
TZA,NOR,2009.0,4,7,-3
GBR,ARM,2009.0,1,1,0
ESP,ARG,2019.0,85,106,-21
MEX,GBR,2013.0,36,50,-14
USA,JOR,2005.0,38,19,19
DEU,IDN,2012.0,32,4,28
ITA,GRC,2020.0,29,33,-4
ESP,CHE,2012.0,76,51,25
AUS,JPN,2013.0,63,68,-5
ZWE,ZAF,1998.0,5,3,2
ITA,RUS,2003.0,40,23,17
KEN,GBR,2016.0,29,21,8
SDN,GBR,2008.0,1,3,-2
KWT,EGY,2015.0,15,12,3
CHL,CUB,2017.0,3,10,-7
IRN,MYS,2010.0,50,35,15
ITA,KOR,2017.0,17,5,12
ZAF,AUS,2015.0,44,29,15
IND,USA,2023.0,918,518,400
GBR,URY,2004.0,2,1,1
ARG,ESP,2010.0,91,89,2
FJI,AUS,2008.0,9,4,5
SWE,ISL,2009.0,12,6,6
MYS,IND,2019.0,69,67,2
NZL,AUT,2012.0,5,3,2
USA,NGA,2018.0,62,52,10
CUB,AUS,2006.0,1,1,0
THA,NLD,2011.0,11,5,6
GBR,ISR,2017.0,68,66,2
GRC,CHE,2022.0,26,27,-1
IRL,DEU,2017.0,41,35,6
KOR,CAN,2007.0,45,43,2
CAN,KOR,2008.0,35,42,-7
ARE,FRA,2018.0,10,17,-7
FRA,ARE,2019.0,21,5,16
RUS,SWE,2006.0,25,18,7
CZE,CHE,2008.0,15,11,4
CAN,TWN,2006.0,15,8,7
PNG,GBR,1997.0,3,1,2
DNK,DEU,2013.0,97,103,-6
THA,AUT,2008.0,4,5,-1
FRA,ISR,2019.0,39,32,7
CZE,IND,2012.0,1,2,-1
IDN,FRA,1997.0,2,3,-1
USA,GEO,2003.0,26,58,-32
USA,ZAF,2020.0,103,141,-38
FRA,NLD,2005.0,84,90,-6
JAM,CAN,2009.0,3,1,2
IRN,CAN,2021.0,492,84,408
CYP,DEU,2017.0,8,3,5
USA,IRL,2011.0,129,149,-20
AUT,IND,2008.0,3,6,-3
ZAF,BHR,2004.0,2,1,1
IRL,CAN,2019.0,62,52,10
UGA,COG,2020.0,5,2,3
CHE,ARG,2009.0,3,2,1
ESP,GRC,2013.0,17,26,-9
CHE,CHL,1999.0,2,3,-1
RUS,DEU,2018.0,117,107,10
USA,SGP,2018.0,224,271,-47
FRA,AUS,2022.0,57,66,-9
DEU,AUS,2019.0,189,172,17
MEX,ITA,2021.0,28,15,13
TUR,CHE,2016.0,18,5,13
LTU,DEU,2018.0,11,4,7
PAK,FRA,2020.0,14,19,-5
JPN,THA,2019.0,143,106,37
NLD,SRB,2020.0,6,3,3
USA,IDN,2016.0,41,22,19
CAN,CHN,2021.0,521,421,100
DEU,SVK,2017.0,17,7,10
NLD,IRL,2022.0,19,28,-9
ITA,ISR,2021.0,28,17,11
KEN,DEU,2023.0,12,4,8
CHN,ARE,2022.0,20,20,0
CHN,IND,2022.0,160,74,86
TWN,SGP,2019.0,21,19,2
ZAF,ITA,2020.0,15,8,7
KOR,BGD,2017.0,38,27,11
FRA,CHN,2023.0,155,130,25
POL,NLD,2022.0,15,16,-1
GBR,ITA,2023.0,313,200,113
OMN,CAN,2021.0,5,8,-3
FRA,VNM,2020.0,80,26,54
CAN,ESP,2021.0,72,69,3
KOR,AUS,2023.0,25,20,5
JPN,VNM,2019.0,110,38,72
ARE,OMN,2020.0,2,6,-4
MWI,ZWE,2018.0,3,1,2
SVN,DEU,2020.0,15,11,4
TZA,THA,2019.0,1,1,0
BRA,IND,2018.0,17,14,3
DEU,USA,2005.0,1205,1077,128
ITA,ESP,2012.0,190,148,42
RUS,USA,2014.0,195,195,0
CHN,USA,2007.0,1330,1038,292
GBR,AUS,2017.0,652,589,63
PRT,NLD,2016.0,38,17,21
AUS,BEL,2016.0,29,49,-20
THA,JPN,2004.0,34,68,-34
BRA,PRT,2007.0,48,52,-4
ISR,USA,2006.0,415,252,163
USA,JPN,2009.0,1129,1134,-5
TUR,USA,2004.0,176,229,-53
JPN,CAN,2011.0,98,92,6
DEU,AUS,2008.0,153,111,42
CHE,USA,2016.0,573,614,-41
USA,CHE,2018.0,600,595,5
CAN,USA,2011.0,1748,1595,153
PER,USA,2008.0,33,35,-2
SGP,AUS,2017.0,95,97,-2
DEU,USA,2002.0,1515,1320,195
ISR,CAN,2008.0,52,27,25
USA,CHE,2017.0,577,624,-47
POL,USA,2010.0,113,143,-30
JPN,USA,2006.0,1284,1110,174
HKG,GBR,2009.0,46,46,0
USA,CAN,2017.0,1603,2136,-533
DEU,ITA,2012.0,165,274,-109
USA,GBR,2007.0,1504,1465,39
FRA,LBN,2017.0,101,50,51
BEL,NLD,2018.0,204,190,14
GBR,BEL,2005.0,72,61,11
DEU,AUS,2004.0,98,73,25
VEN,ECU,2019.0,50,8,42
ESP,ARG,2008.0,75,83,-8
CZE,SVK,2005.0,23,27,-4
CHE,POL,2014.0,15,17,-2
IRL,DNK,2004.0,4,4,0
USA,CHN,2013.0,2730,2577,153
NLD,FRA,2005.0,90,84,6
SWE,DNK,2005.0,56,62,-6
BEL,USA,2010.0,150,143,7
USA,TUR,2012.0,284,249,35
PRT,DNK,2008.0,6,1,5
DEU,COL,2010.0,17,7,10
GBR,JPN,2002.0,140,153,-13
MYS,USA,2007.0,26,21,5
ITA,ESP,2002.0,81,91,-10
DEU,CHE,2002.0,467,320,147
TUR,FRA,2006.0,10,13,-3
USA,AUS,2002.0,530,640,-110
GBR,SWE,2012.0,170,130,40
AUT,ITA,2007.0,23,31,-8
USA,CHL,2006.0,81,78,3
GBR,NZL,2019.0,149,132,17
FRA,DEU,2013.0,356,330,26
FRA,USA,2010.0,868,779,89
USA,FRA,2015.0,783,1004,-221
JPN,CHN,2018.0,528,345,183
ITA,USA,2009.0,601,416,185
KOR,JPN,2000.0,95,109,-14
USA,JPN,2021.0,826,695,131
RUS,USA,2004.0,321,319,2
USA,TUN,2008.0,6,3,3
AUS,IDN,2017.0,96,28,68
CHN,SGP,2003.0,92,53,39
AUS,ZAF,2009.0,12,31,-19
GRC,FRA,2013.0,63,17,46
AUS,ISR,2021.0,26,18,8
CAN,USA,2009.0,1656,1461,195
CHN,JPN,2002.0,255,279,-24
FRA,CHN,2003.0,48,53,-5
FRA,MEX,2005.0,57,31,26
GBR,GRC,2008.0,206,121,85
CAN,THA,2003.0,13,5,8
GBR,THA,2003.0,60,17,43
USA,FRA,2008.0,730,808,-78
CAN,GBR,2015.0,422,403,19
USA,CAN,2018.0,1678,2119,-441
USA,BRA,2015.0,470,534,-64
GRC,GBR,2008.0,121,206,-85
NOR,DEU,2007.0,19,53,-34
ITA,IRN,2012.0,14,33,-19
DEU,FRA,2001.0,313,297,16
CHE,JPN,2017.0,37,42,-5
CAN,AUS,2006.0,128,113,15
SGP,CHN,2011.0,158,224,-66
FRA,CAN,2008.0,293,204,89
GBR,CAN,2010.0,366,356,10
KOR,USA,2012.0,754,1080,-326
FRA,USA,2006.0,762,715,47
ESP,URY,2015.0,20,6,14
TWN,JPN,2014.0,53,46,7
DEU,GBR,2009.0,591,508,83
UKR,DEU,2008.0,26,21,5
USA,BRA,2014.0,438,487,-49
NLD,IDN,2005.0,8,5,3
NZL,USA,2010.0,103,144,-41
JPN,CHN,2016.0,567,346,221
SGP,USA,2014.0,218,295,-77
TWN,USA,2004.0,221,333,-112
UKR,KOR,2004.0,3,2,1
FRA,MAR,2011.0,102,48,54
DEU,JPN,2010.0,103,127,-24
JPN,USA,2010.0,1094,1111,-17
BEL,GBR,2008.0,78,88,-10
USA,THA,2014.0,255,115,140
USA,IRN,2004.0,34,34,0
ITA,USA,2011.0,642,489,153
SAU,EGY,2019.0,320,394,-74
BGD,KOR,2015.0,25,24,1
USA,JPN,2011.0,1043,991,52
IRN,CAN,2004.0,36,44,-8
USA,IRL,2008.0,120,105,15
GIN,PNG,2016.0,1,1,0
IND,GBR,2017.0,229,192,37
ISR,GRC,2008.0,2,2,0
AUS,FRA,2006.0,42,62,-20
UKR,SVK,2000.0,2,1,1
RUS,NOR,2006.0,16,11,5
USA,NOR,2014.0,89,75,14
GBR,AUS,2016.0,643,604,39
JPN,GBR,2016.0,123,147,-24
FRA,ESP,2010.0,261,189,72
ITA,CAN,2009.0,59,49,10
CAN,ITA,2010.0,41,68,-27
CHN,HKG,2013.0,695,594,101
COL,USA,2010.0,103,83,20
AUT,GBR,2011.0,61,70,-9
GBR,CHE,2021.0,353,284,69
VNM,NLD,2001.0,2,1,1
NLD,USA,2003.0,302,292,10
AUS,BRA,2003.0,10,12,-2
IND,USA,2003.0,599,359,240
CAN,GBR,2008.0,338,350,-12
CHN,AUS,2012.0,210,184,26
JOR,SAU,2009.0,17,5,12
MEX,RUS,2016.0,6,6,0
CHE,NOR,2013.0,21,9,12
ITA,GBR,2015.0,595,360,235
CHE,SWE,2004.0,23,31,-8
FRA,JPN,2010.0,82,103,-21
DEU,BEL,2013.0,100,104,-4
CHE,DEU,2013.0,464,660,-196
ITA,GBR,2014.0,525,333,192
USA,TWN,2012.0,340,291,49
TUR,RUS,2007.0,2,4,-2
ARG,USA,2012.0,114,111,3
FRA,USA,2000.0,840,587,253
FRA,EGY,2012.0,29,8,21
JPN,IDN,2013.0,122,32,90
USA,CAN,2016.0,1590,2093,-503
RWA,USA,2013.0,8,8,0
USA,CRI,2014.0,21,18,3
ZAF,GBR,2021.0,126,65,61
USA,HUN,2018.0,62,76,-14
PAK,AUT,2013.0,7,28,-21
ITA,GBR,2004.0,223,205,18
RUS,DEU,2007.0,145,103,42
PRT,RUS,2018.0,8,4,4
EGY,SAU,2003.0,52,45,7
DEU,KOR,2015.0,51,59,-8
USA,BRA,2008.0,353,403,-50
USA,THA,2015.0,257,129,128
CHE,IND,2016.0,24,36,-12
USA,DEU,2009.0,1148,1241,-93
FRA,POL,2019.0,72,42,30
USA,GRC,2018.0,100,134,-34
USA,ITA,2003.0,543,537,6
USA,SVN,1998.0,12,4,8
CUB,ESP,2003.0,43,21,22
USA,EGY,2007.0,112,51,61
USA,ESP,2010.0,441,442,-1
SGP,KOR,2015.0,27,25,2
DNK,SWE,2005.0,62,56,6
DEU,HUN,2006.0,45,38,7
DEU,GRC,2010.0,35,52,-17
GRC,GBR,2015.0,272,137,135
SGP,USA,2004.0,128,103,25
KOR,DEU,2004.0,23,23,0
EGY,NLD,2007.0,4,2,2
NOR,USA,2023.0,51,63,-12
USA,GBR,1998.0,1071,1167,-96
CHN,GBR,2016.0,378,476,-98
CHE,AUT,2006.0,40,46,-6
NLD,DNK,2012.0,25,24,1
RUS,USA,2008.0,207,185,22
ITA,FRA,2005.0,219,168,51
BEL,ITA,2013.0,63,91,-28
GBR,NOR,2017.0,102,62,40
CMR,FRA,2001.0,14,13,1
ISR,NLD,2001.0,10,9,1
DEU,ESP,2015.0,161,315,-154
ITA,BEL,2014.0,118,73,45
USA,QAT,2013.0,44,21,23
USA,IRL,2015.0,133,165,-32
CAN,IRN,2004.0,44,36,8
USA,CAN,2022.0,1468,1421,47
CAN,GBR,2001.0,238,290,-52
FRA,CIV,2011.0,49,22,27
FRA,CIV,2009.0,27,41,-14
USA,DNK,2013.0,160,135,25
FIN,CHE,2014.0,8,15,-7
AUS,MYS,2003.0,10,9,1
DEU,UKR,2020.0,14,32,-18
NZL,GBR,2005.0,96,127,-31
USA,FRA,2004.0,667,782,-115
DEU,GBR,2011.0,585,634,-49
CHN,JPN,2012.0,343,532,-189
NGA,GBR,2015.0,43,46,-3
IRN,NLD,2012.0,37,14,23
TWN,USA,2014.0,308,319,-11
SWE,FRA,2021.0,73,113,-40
USA,RUS,2011.0,186,190,-4
ESP,ARG,2015.0,130,85,45
IND,CAN,2007.0,102,43,59
USA,IRL,2001.0,64,57,7
CAN,BEL,2013.0,32,43,-11
USA,AUS,2012.0,718,611,107
FRA,RUS,2004.0,45,55,-10
PRI,PRT,2014.0,1,1,0
DEU,RUS,2010.0,123,141,-18
RUS,CHN,2018.0,18,26,-8
DEU,FRA,2008.0,354,345,9
NLD,DEU,2012.0,259,228,31
CHE,NLD,2019.0,91,127,-36
JPN,THA,2008.0,76,27,49
FIN,NOR,2018.0,42,17,25
NOR,FIN,2022.0,22,25,-3
ESP,GBR,2005.0,178,174,4
CHN,USA,2020.0,4047,4243,-196
CHN,DEU,2005.0,124,124,0
USA,CHN,2003.0,694,867,-173
LVA,GBR,2012.0,2,1,1
GUF,FRA,2022.0,41,20,21
USA,FRA,2014.0,831,955,-124
DEU,CHE,2012.0,669,499,170
UGA,USA,2009.0,11,18,-7
FIN,USA,2008.0,66,66,0
FIN,USA,2015.0,83,84,-1
JPN,DEU,2008.0,113,112,1
KEN,USA,2020.0,63,65,-2
GBR,ESP,2009.0,252,269,-17
JPN,FRA,2007.0,70,74,-4
USA,GBR,1999.0,1119,1354,-235
POL,GBR,2003.0,36,32,4
SGP,CHN,2009.0,138,178,-40
GRC,PRT,2012.0,4,1,3
CMR,USA,2003.0,6,6,0
GBR,NLD,2016.0,290,361,-71
GRC,CYP,2023.0,32,23,9
ESP,CZE,2020.0,35,22,13
GBR,CHN,2009.0,207,187,20
USA,TUR,2005.0,250,190,60
KOR,DEU,2008.0,30,29,1
CAN,USA,2019.0,2105,1960,145
SWE,NLD,2005.0,30,27,3
SWE,NLD,2002.0,39,29,10
RUS,ITA,2001.0,43,32,11
CAN,CHN,2004.0,98,118,-20
CHE,FRA,2006.0,198,249,-51
CAN,DNK,2009.0,16,9,7
COL,ESP,2016.0,61,120,-59
GBR,MEX,2022.0,44,50,-6
TWN,CHN,2013.0,171,143,28
ESP,GBR,2012.0,314,285,29
BEL,USA,2006.0,128,114,14
DEU,THA,2021.0,34,23,11
KOR,USA,2002.0,591,568,23
USA,BEL,2016.0,147,234,-87
JPN,THA,2014.0,93,69,24
USA,AUS,1997.0,332,288,44
DEU,DNK,2007.0,83,61,22
