migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
EG,DZ,2018.0,7,14,-7
JO,SY,2013.0,3,3,0
CA,UY,2017.0,5,4,1
IE,CY,2017.0,2,1,1
TW,TZ,2019.0,2,1,1
CO,IE,2017.0,3,3,0
SA,DZ,2020.0,4,12,-8
FI,ID,2021.0,5,9,-4
PH,CL,2019.0,2,9,-7
AT,AE,2010.0,3,1,2
BY,EE,2020.0,2,1,1
TN,CH,2020.0,8,15,-7
FR,ZW,2019.0,1,3,-2
JP,PH,1999.0,10,2,8
NL,HK,2013.0,11,15,-4
PH,IE,2002.0,2,1,1
GR,MX,2010.0,3,5,-2
IN,SG,2008.0,44,42,2
AU,TR,2005.0,8,4,4
PL,HU,2011.0,11,13,-2
LB,DE,2017.0,11,8,3
HR,CA,2002.0,3,2,1
RS,ES,2006.0,2,2,0
DK,HR,2021.0,5,2,3
IL,RS,1999.0,1,2,-1
CA,UY,2019.0,3,2,1
IR,CN,2012.0,30,17,13
SA,BD,2011.0,4,6,-2
HU,PL,2004.0,7,13,-6
NO,CZ,1999.0,4,3,1
AU,UG,2019.0,5,6,-1
PH,JP,2004.0,7,11,-4
nan,NG,2004.0,1,1,0
AU,ZW,2012.0,1,2,-1
AU,LV,2011.0,4,1,3
PL,LT,2012.0,1,1,0
NO,PT,2021.0,3,9,-6
SI,GB,2022.0,7,8,-1
DO,CU,2021.0,1,1,0
EG,TZ,2020.0,3,2,1
JP,NP,2021.0,7,3,4
SA,IQ,2011.0,3,3,0
SI,ME,2015.0,1,1,0
SD,BR,2009.0,4,5,-1
GB,JM,2013.0,5,2,3
PL,PK,2018.0,10,9,1
TH,IT,2012.0,3,5,-2
CI,NL,2012.0,1,1,0
AZ,TR,2020.0,15,27,-12
KE,ES,2009.0,2,4,-2
AU,PL,2001.0,6,2,4
PH,CH,2008.0,3,3,0
FR,CI,2005.0,6,3,3
GR,SE,1999.0,2,3,-1
PL,IT,1999.0,6,6,0
GB,GH,2002.0,4,3,1
MX,GR,2013.0,6,5,1
RU,SG,2014.0,8,7,1
LV,DE,2000.0,4,3,1
UA,IN,2017.0,4,6,-2
ET,BE,2015.0,7,9,-2
FI,DK,2023.0,2,1,1
IT,CU,2003.0,4,2,2
KR,NO,2012.0,5,2,3
ZW,GB,2006.0,5,3,2
ES,SI,2020.0,8,16,-8
CZ,EG,2012.0,2,2,0
AE,SE,2019.0,4,5,-1
BE,AE,2014.0,1,3,-2
GB,VE,2015.0,7,10,-3
NZ,IT,2017.0,11,13,-2
IT,RS,2013.0,9,3,6
MK,GB,2021.0,2,1,1
IN,ET,2010.0,5,3,2
GB,MM,2016.0,4,1,3
FR,UG,2018.0,9,5,4
CA,TN,2022.0,4,4,0
AU,TR,2002.0,6,9,-3
UA,CH,2017.0,7,4,3
FI,MX,2007.0,1,1,0
CH,RU,2007.0,12,18,-6
HU,CN,2014.0,3,5,-2
GB,KH,2016.0,7,2,5
BD,CO,2022.0,1,1,0
IE,CN,2023.0,1,6,-5
BR,BO,2013.0,3,3,0
AE,NG,2014.0,1,2,-1
UA,MY,2022.0,2,3,-1
IN,LY,2007.0,2,1,1
SK,FR,2012.0,9,8,1
IN,PL,2006.0,7,1,6
LV,RU,2020.0,18,14,4
BR,RU,2022.0,9,3,6
LU,NL,2017.0,4,3,1
NP,US,2023.0,2,2,0
UA,IN,2019.0,6,6,0
TR,KR,2021.0,2,9,-7
IR,MA,2009.0,2,2,0
NZ,KR,2012.0,8,7,1
DE,PS,2008.0,4,2,2
NE,FR,2007.0,1,6,-5
EG,DK,2006.0,1,4,-3
BE,RU,2002.0,16,19,-3
DE,AR,2002.0,6,18,-12
AT,IE,1998.0,3,1,2
US,KN,2015.0,5,3,2
NL,HU,2020.0,10,14,-4
FI,PL,2019.0,9,11,-2
CI,nan,2000.0,1,1,0
FI,PL,2010.0,8,7,1
JP,BJ,2019.0,1,1,0
UZ,US,2014.0,2,5,-3
AE,SE,2017.0,2,7,-5
SA,JP,2006.0,7,3,4
IN,VN,2016.0,3,4,-1
HU,AU,2012.0,7,2,5
US,BT,2011.0,1,1,0
CN,RO,2011.0,2,3,-1
CA,MX,1997.0,7,5,2
AE,CA,2000.0,2,3,-1
NO,ES,2007.0,9,21,-12
IT,PA,2019.0,2,3,-1
ID,RU,2017.0,11,12,-1
EE,CH,2021.0,8,11,-3
LT,DE,2009.0,5,8,-3
HR,nan,2020.0,1,1,0
JM,TT,2021.0,8,17,-9
LK,CA,2021.0,2,6,-4
NL,HR,2013.0,5,7,-2
IN,CH,1999.0,5,7,-2
CO,IE,2019.0,1,4,-3
BD,SY,2020.0,1,2,-1
JO,QA,2005.0,2,1,1
ET,EG,2004.0,1,2,-1
FR,IE,2003.0,12,11,1
MM,MY,2016.0,5,5,0
CR,FR,2002.0,1,2,-1
AR,nan,2002.0,14,15,-1
PT,DK,2010.0,4,6,-2
CA,UY,2010.0,3,1,2
ZA,SA,2011.0,3,1,2
IL,PK,2019.0,2,2,0
ES,HU,2020.0,2,7,-5
IE,RS,2014.0,1,4,-3
AR,CN,2012.0,1,3,-2
RW,CD,2016.0,3,1,2
DE,ID,2007.0,11,10,1
BW,BR,2020.0,1,1,0
RO,RU,2017.0,13,2,11
KR,FI,2009.0,4,23,-19
PS,EG,2006.0,2,2,0
PY,ES,2022.0,8,10,-2
BD,TH,2008.0,1,2,-1
AU,UG,2017.0,4,10,-6
AU,IQ,2009.0,2,3,-1
XK,HR,2011.0,2,1,1
KE,PE,2017.0,2,3,-1
SK,IT,2008.0,3,5,-2
BY,AZ,2010.0,1,1,0
ZA,GR,2018.0,5,4,1
PK,MX,2021.0,2,1,1
GB,RW,2017.0,3,1,2
JO,IN,2004.0,2,3,-1
ID,QA,2021.0,1,3,-2
IS,NO,2017.0,7,8,-1
CO,nan,2010.0,8,1,7
DE,MA,2004.0,1,5,-4
SY,GB,2020.0,6,3,3
LI,CH,2015.0,3,1,2
ES,TR,2012.0,5,7,-2
NG,BD,2020.0,2,6,-4
PT,SE,2007.0,1,5,-4
KE,MX,2014.0,2,2,0
BG,PL,2012.0,1,2,-1
CR,FR,2005.0,2,2,0
CY,JP,2008.0,2,1,1
CZ,IE,2009.0,3,2,1
RO,BR,2006.0,3,1,2
VN,ID,2018.0,1,1,0
AU,RU,1998.0,3,13,-10
SE,AE,2014.0,3,3,0
PT,LU,2014.0,3,2,1
BR,GR,2018.0,4,3,1
SE,AR,2013.0,4,12,-8
CA,AR,1999.0,4,5,-1
NL,MY,2021.0,7,7,0
PT,CN,2005.0,6,14,-8
US,JM,2022.0,5,8,-3
CA,CY,2010.0,4,2,2
BJ,DE,2011.0,1,2,-1
KR,HU,2005.0,2,3,-1
CN,MM,2000.0,3,1,2
NZ,IT,2010.0,4,4,0
KR,AT,2019.0,5,7,-2
ET,DE,2011.0,7,6,1
KW,MY,2020.0,6,8,-2
CN,HU,2000.0,2,3,-1
ZA,RW,2014.0,1,3,-2
nan,CZ,2004.0,5,2,3
IT,PH,2002.0,2,1,1
HU,KW,2001.0,1,1,0
IS,NL,2017.0,1,1,0
JP,AE,2007.0,3,3,0
BR,AO,2005.0,5,11,-6
FR,MK,2016.0,2,3,-1
DK,SI,2009.0,1,1,0
ET,NL,2010.0,5,4,1
BG,IE,2011.0,5,1,4
FR,ML,2001.0,1,1,0
PL,ES,2003.0,2,4,-2
MX,FI,2009.0,3,1,2
ID,UZ,2021.0,4,2,2
CI,IT,2014.0,1,1,0
NP,NO,2013.0,3,2,1
UA,VN,2016.0,2,6,-4
nan,UA,2006.0,8,16,-8
MD,BE,2015.0,4,1,3
AR,DK,2001.0,2,1,1
CA,AO,2016.0,1,1,0
PT,ID,2020.0,5,2,3
IE,RU,2015.0,6,5,1
NO,SK,2020.0,1,3,-2
LB,IT,2007.0,9,2,7
nan,BG,2009.0,4,1,3
HU,JP,1999.0,5,9,-4
CM,NG,2019.0,7,4,3
TR,PS,2011.0,4,2,2
NG,CM,2006.0,2,3,-1
NZ,SG,2003.0,9,3,6
ZA,LK,2019.0,2,2,0
PA,CN,2022.0,2,1,1
AU,PT,2022.0,10,12,-2
BH,EG,2010.0,1,4,-3
AU,UG,2010.0,2,1,1
ZA,TH,2001.0,1,2,-1
LT,FI,2011.0,3,2,1
BD,DK,2017.0,4,2,2
CH,SI,2017.0,1,17,-16
TN,DE,2021.0,4,9,-5
SI,CN,2002.0,1,1,0
NG,BE,2019.0,4,6,-2
BW,ZW,2021.0,1,3,-2
NG,FR,2007.0,3,3,0
BG,GR,2009.0,4,3,1
LY,US,2010.0,2,2,0
GE,AU,2012.0,2,2,0
BO,MX,2020.0,10,8,2
MT,CA,2020.0,3,2,1
AE,ES,2020.0,4,6,-2
EG,QA,2008.0,9,9,0
NL,MA,2019.0,2,3,-1
UA,DK,2021.0,1,2,-1
VE,DE,2013.0,3,2,1
BE,VN,2008.0,5,2,3
SK,CN,2015.0,2,1,1
ID,GB,2003.0,2,6,-4
US,KG,2021.0,4,2,2
VN,PK,2020.0,3,5,-2
RO,JP,2015.0,5,5,0
FI,AT,2001.0,4,4,0
UG,CA,2020.0,2,2,0
SG,MX,2021.0,3,2,1
GD,GB,2012.0,2,3,-1
BE,KE,2005.0,1,3,-2
SA,MA,2006.0,1,1,0
UA,HR,2016.0,3,2,1
GH,ZM,2015.0,8,33,-25
ZW,AE,2003.0,1,2,-1
ET,TR,2021.0,4,2,2
NZ,GR,2019.0,1,2,-1
PL,NG,2019.0,1,4,-3
KH,KR,2017.0,1,2,-1
FI,TR,2007.0,4,5,-1
ZA,CM,2016.0,6,9,-3
CO,NZ,2020.0,3,2,1
KR,RS,2016.0,1,2,-1
BR,AG,2022.0,1,3,-2
QA,KR,2017.0,3,5,-2
IQ,nan,2018.0,1,1,0
CR,CN,2019.0,1,2,-1
PE,AR,2001.0,4,4,0
NO,HU,2010.0,1,6,-5
LT,CZ,2014.0,1,2,-1
HU,VN,2016.0,1,2,-1
PL,IS,2019.0,1,2,-1
IE,CZ,2005.0,1,1,0
DE,PA,2017.0,3,5,-2
IS,NL,2019.0,1,6,-5
IE,NZ,2003.0,5,5,0
BO,CN,2000.0,1,3,-2
IL,BE,2008.0,5,4,1
MA,US,2006.0,7,14,-7
CZ,IR,2016.0,4,2,2
ME,RS,2005.0,1,4,-3
US,NE,2003.0,2,1,1
IE,PE,2020.0,3,2,1
PY,IT,2022.0,1,1,0
TH,BR,2013.0,3,7,-4
PE,VE,1997.0,1,1,0
JO,KW,2013.0,3,5,-2
PT,KR,2014.0,4,8,-4
BG,CH,2016.0,3,3,0
GE,ES,2009.0,2,1,1
NO,RS,2008.0,2,2,0
DK,IR,2004.0,2,1,1
UG,MY,2017.0,1,3,-2
LB,TN,2013.0,2,1,1
UA,CH,2019.0,3,10,-7
CA,ET,2015.0,3,3,0
TR,BH,2017.0,2,2,0
SG,VN,2022.0,9,8,1
RU,TN,2018.0,2,5,-3
GB,RW,2019.0,3,2,1
BH,TZ,2006.0,2,1,1
IE,ID,2012.0,5,2,3
IR,SE,1999.0,1,1,0
MY,BN,2012.0,5,5,0
NC,AU,2013.0,1,1,0
TW,PH,2016.0,4,5,-1
SE,CO,2018.0,5,11,-6
BJ,CA,2012.0,1,3,-2
LU,NL,2019.0,5,11,-6
UA,IN,2010.0,6,1,5
LB,CH,2018.0,3,5,-2
PA,ES,2011.0,8,13,-5
GR,IE,1999.0,1,1,0
CU,LB,2006.0,2,4,-2
GB,BH,2020.0,4,8,-4
AE,FR,2013.0,1,10,-9
DK,IS,2011.0,8,4,4
ZA,CN,1998.0,1,2,-1
LT,EE,2016.0,2,1,1
RU,PT,2004.0,3,5,-2
RU,CM,2021.0,1,1,0
ZW,AU,2019.0,3,1,2
CR,CN,2010.0,2,2,0
AU,RU,1997.0,2,8,-6
NO,SJ,2000.0,2,1,1
IR,KW,2008.0,3,3,0
KZ,IN,2020.0,2,2,0
PE,nan,2013.0,7,10,-3
CZ,FI,2001.0,2,3,-1
IN,FI,1999.0,3,1,2
CY,CA,2013.0,3,1,2
BT,TH,2020.0,2,6,-4
TZ,JP,2014.0,1,6,-5
KE,CO,2008.0,2,3,-1
TW,NL,2008.0,2,3,-1
IT,CY,2022.0,3,4,-1
NZ,GR,2017.0,1,3,-2
NL,MA,2017.0,2,1,1
PL,AM,2017.0,1,1,0
BD,ZA,2020.0,2,2,0
SY,FR,2000.0,3,1,2
NZ,GH,2018.0,2,1,1
TZ,CN,2020.0,5,8,-3
NL,TZ,2020.0,1,3,-2
CH,EG,2011.0,6,4,2
CR,DK,2017.0,1,1,0
PT,ME,2021.0,1,1,0
SE,LK,2018.0,3,1,2
ID,MX,2007.0,1,1,0
AU,PA,2005.0,4,2,2
MC,FR,2000.0,1,2,-1
MN,JP,2018.0,6,17,-11
BO,FR,2003.0,2,3,-1
PS,DE,2017.0,3,10,-7
IQ,QA,2015.0,1,1,0
NI,VE,2007.0,1,1,0
JM,BB,2014.0,5,9,-4
PE,FR,2007.0,2,1,1
FR,GE,2009.0,1,1,0
IE,CY,2010.0,1,1,0
IE,CO,2006.0,1,1,0
DK,NZ,2001.0,1,3,-2
AU,LB,2011.0,1,1,0
AE,RU,2019.0,1,2,-1
TR,SA,2002.0,4,3,1
RO,SE,1997.0,2,1,1
CL,NO,2014.0,1,2,-1
AM,FR,2011.0,3,2,1
JP,SK,2014.0,4,10,-6
IE,VN,2021.0,2,3,-1
IT,KE,2022.0,3,3,0
PE,CN,2013.0,2,1,1
IQ,NG,2022.0,2,1,1
NP,PH,2010.0,1,2,-1
ZM,IN,2021.0,1,3,-2
DE,BJ,1999.0,4,2,2
PL,IS,2017.0,2,2,0
LU,IT,2008.0,4,1,3
CY,DE,2015.0,3,1,2
JO,CH,2008.0,1,1,0
KZ,IR,2021.0,3,6,-3
PY,EC,2020.0,2,4,-2
UY,MX,2007.0,4,10,-6
CZ,GE,2018.0,1,3,-2
NI,MY,2013.0,1,1,0
IL,IE,1999.0,1,1,0
BA,AT,2011.0,2,1,1
AF,IR,2018.0,1,6,-5
EC,UY,2021.0,5,2,3
FR,XK,2019.0,2,1,1
MY,PT,2021.0,2,1,1
FR,MR,2018.0,2,3,-1
BZ,FR,2001.0,4,1,3
KH,GN,2020.0,1,1,0
PH,CL,2010.0,3,1,2
GY,CA,2008.0,1,1,0
CZ,AE,2019.0,2,2,0
FR,GA,2017.0,2,8,-6
GH,ML,2020.0,2,1,1
ID,IL,2012.0,1,1,0
GB,RW,2010.0,2,1,1
BR,PK,2014.0,5,5,0
BD,ES,2001.0,1,4,-3
SY,BE,2010.0,1,1,0
TR,SA,2005.0,1,5,-4
JP,BH,2014.0,3,1,2
NO,CL,2016.0,3,3,0
KZ,AE,2019.0,2,3,-1
JP,PE,2008.0,1,2,-1
VN,BE,2016.0,4,15,-11
GM,US,2000.0,1,1,0
HR,CA,2005.0,2,1,1
LK,ET,2010.0,1,1,0
NO,ZA,2009.0,3,5,-2
KE,BW,2018.0,2,5,-3
GP,AT,2015.0,1,1,0
MN,RU,2009.0,5,2,3
QA,KR,2010.0,1,4,-3
UZ,JP,2018.0,1,2,-1
ZM,GB,2021.0,2,1,1
US,BB,2021.0,3,2,1
TJ,RU,2006.0,3,4,-1
US,MK,2018.0,10,6,4
NZ,TR,2020.0,3,4,-1
LB,DE,2010.0,1,4,-3
IL,IR,2020.0,1,4,-3
NZ,PK,2022.0,6,5,1
PL,GR,2003.0,4,4,0
GR,RU,2002.0,3,2,1
DE,CU,2015.0,1,5,-4
GB,UA,2001.0,4,14,-10
TR,NZ,2016.0,2,2,0
IT,AO,2017.0,1,2,-1
JP,AR,2001.0,2,3,-1
CH,MA,2013.0,2,1,1
SE,TH,2022.0,4,2,2
CO,IE,2010.0,1,8,-7
DE,PA,2010.0,2,4,-2
IE,BH,2019.0,3,1,2
TH,ZA,2016.0,2,4,-2
BF,SN,2007.0,1,1,0
MU,GB,1998.0,2,1,1
ES,SA,2015.0,8,3,5
NO,BG,2010.0,3,12,-9
GR,MX,2019.0,3,4,-1
EE,AU,1999.0,1,2,-1
HR,RU,2013.0,3,2,1
TZ,NG,2011.0,3,1,2
BR,FI,2011.0,5,4,1
GR,MX,2017.0,4,2,2
AR,PL,2004.0,1,1,0
IE,CY,2019.0,1,1,0
RU,AM,1998.0,4,5,-1
TN,MY,2011.0,2,2,0
DE,SN,2022.0,1,1,0
GB,SS,2007.0,3,15,-12
PH,ZA,2017.0,2,2,0
AT,AE,2017.0,1,1,0
ZA,MX,2006.0,2,3,-1
ES,FI,2003.0,3,7,-4
EG,SY,2014.0,3,3,0
UA,AM,2019.0,2,1,1
BF,ML,2012.0,2,2,0
BR,CN,2000.0,7,4,3
HR,NL,1998.0,3,1,2
BD,BE,2016.0,3,3,0
BA,US,1999.0,1,1,0
NP,CA,2022.0,1,4,-3
GR,nan,2021.0,1,1,0
MX,BG,2010.0,1,2,-1
GE,CA,2016.0,1,2,-1
SA,TR,2000.0,1,1,0
CI,US,2012.0,3,6,-3
DK,NG,2020.0,2,1,1
SY,EG,2022.0,3,6,-3
KE,BF,2011.0,1,1,0
CZ,AT,2023.0,1,1,0
CY,LB,2020.0,2,2,0
NP,FI,2022.0,2,2,0
GB,ID,1998.0,4,4,0
IR,DE,2023.0,2,2,0
BW,SZ,2009.0,1,1,0
PY,UY,2016.0,2,1,1
UG,CG,2015.0,1,1,0
IE,TR,2005.0,1,3,-2
CM,SN,2002.0,1,1,0
HR,MK,2018.0,2,1,1
PT,SI,2013.0,1,3,-2
FJ,DK,2015.0,1,1,0
QA,CH,2015.0,2,1,1
KE,FI,2011.0,2,1,1
US,FI,2004.0,143,119,24
KR,JP,2015.0,309,408,-99
PL,CH,2002.0,13,12,1
DE,FR,2019.0,530,588,-58
US,AR,2009.0,234,183,51
NL,BE,1999.0,90,93,-3
CH,GB,2012.0,230,316,-86
ES,DK,2017.0,54,35,19
CA,BR,2013.0,273,274,-1
HR,RS,2019.0,148,154,-6
SG,US,1997.0,58,51,7
SK,BE,2014.0,3,2,1
DE,BE,2018.0,139,163,-24
KR,PH,2018.0,7,10,-3
UA,AT,2016.0,5,5,0
IN,ET,2019.0,65,22,43
nan,IN,2001.0,12,1,11
JP,NL,2012.0,34,35,-1
PH,US,1998.0,189,155,34
IT,IR,2022.0,16,52,-36
EE,FR,2008.0,4,2,2
JP,BE,2003.0,25,17,8
TR,DE,2015.0,68,60,8
MK,GR,2018.0,8,7,1
FR,RO,2020.0,59,30,29
MA,SY,2021.0,3,4,-1
MX,JP,2019.0,17,11,6
MA,MY,2020.0,6,8,-2
ES,IL,2007.0,7,9,-2
GB,DK,2008.0,136,96,40
US,RW,2019.0,24,14,10
AT,RU,2008.0,8,14,-6
KR,TH,2009.0,7,10,-3
QA,US,2011.0,22,61,-39
DE,NZ,2016.0,40,49,-9
IN,SE,2016.0,60,43,17
EG,AT,2017.0,4,6,-2
NL,IT,2008.0,62,82,-20
CM,nan,2018.0,10,10,0
SG,AT,2014.0,6,3,3
BR,JP,2004.0,33,35,-2
AU,FR,2015.0,120,133,-13
CH,ZW,2008.0,1,3,-2
CU,MX,2007.0,27,34,-7
MX,JP,2017.0,11,6,5
ES,AU,2005.0,19,15,4
PE,NL,2015.0,1,1,0
CA,KR,1998.0,13,10,3
TR,BE,2015.0,15,15,0
SN,ZA,2017.0,3,2,1
TH,US,2000.0,20,60,-40
CL,PE,2014.0,64,50,14
DK,ZA,2020.0,11,11,0
IR,JP,2016.0,26,11,15
GB,SI,2020.0,19,14,5
LY,US,2019.0,4,10,-6
PT,DK,2017.0,7,9,-2
CA,CL,2002.0,4,5,-1
PT,GB,1998.0,22,33,-11
VN,GB,2002.0,7,4,3
NO,IN,2004.0,28,18,10
IT,AR,2008.0,68,67,1
IS,NO,2019.0,8,3,5
VN,CA,2011.0,2,7,-5
US,VG,2013.0,14,4,10
CM,BR,2019.0,1,1,0
SE,AT,2006.0,14,10,4
UZ,DE,2016.0,3,3,0
NC,PF,2014.0,2,1,1
DE,NO,1997.0,14,12,2
FR,NL,1999.0,82,108,-26
IT,IN,1999.0,24,19,5
DE,UG,2011.0,3,1,2
BG,FR,2008.0,10,10,0
IE,IN,2022.0,14,43,-29
GH,DE,2013.0,8,5,3
JP,LT,2008.0,10,10,0
CA,NO,2007.0,14,11,3
BY,ES,2017.0,1,1,0
CN,IN,1997.0,5,6,-1
PT,nan,2006.0,11,14,-3
nan,NZ,2014.0,8,8,0
FI,FR,2012.0,19,28,-9
nan,NL,2007.0,61,44,17
CU,NI,2018.0,1,1,0
FI,MK,2017.0,1,1,0
AM,IT,2013.0,28,22,6
AU,DK,2006.0,13,21,-8
BG,RO,2007.0,4,2,2
NO,BG,2017.0,5,6,-1
DE,UY,2012.0,5,3,2
BO,PE,2020.0,6,7,-1
CH,SI,2010.0,7,6,1
DK,NL,2005.0,12,27,-15
GB,LT,2011.0,4,6,-2
US,KE,1999.0,20,11,9
IN,ET,2017.0,53,12,41
LT,CN,2000.0,2,3,-1
IT,HR,2011.0,5,6,-1
ES,DK,2010.0,26,17,9
PK,IT,2009.0,4,4,0
BY,UA,2016.0,10,21,-11
BR,CZ,2001.0,2,2,0
GR,EG,2012.0,4,2,2
CH,TW,2016.0,12,6,6
GB,RS,2008.0,20,9,11
PT,TN,2011.0,1,1,0
AR,PY,2016.0,10,13,-3
RS,SK,2001.0,5,12,-7
ET,NL,2019.0,11,17,-6
BY,US,2016.0,6,8,-2
VE,MX,1997.0,5,7,-2
NG,ZA,2009.0,21,7,14
NO,GR,2003.0,3,4,-1
LU,PL,2015.0,4,3,1
NO,IR,2020.0,12,33,-21
ZA,CY,2011.0,1,2,-1
SI,ID,2016.0,8,2,6
AT,EG,2020.0,9,2,7
BE,ZA,2010.0,9,13,-4
CA,CL,2005.0,3,11,-8
ID,CM,2008.0,1,1,0
GR,AL,2021.0,2,2,0
CA,PL,2000.0,10,8,2
TR,DK,2009.0,6,1,5
CH,NZ,2006.0,7,7,0
TW,BR,2020.0,2,4,-2
EC,AU,2018.0,4,6,-2
HR,CH,2021.0,6,5,1
PE,IT,2005.0,1,4,-3
GB,HU,1999.0,18,26,-8
IN,SK,2010.0,1,1,0
LI,DE,2019.0,3,3,0
SV,MX,2017.0,9,1,8
PH,CO,2013.0,7,4,3
FR,CD,2014.0,4,2,2
PL,FI,2017.0,6,10,-4
PG,AU,2018.0,8,8,0
VE,PE,1997.0,1,1,0
IQ,AU,2014.0,4,2,2
KR,KW,2019.0,1,1,0
US,UZ,2014.0,5,2,3
MA,HU,2014.0,4,9,-5
TG,MA,2017.0,2,2,0
KG,UZ,2013.0,1,1,0
NZ,PE,2022.0,1,2,-1
PE,SG,2022.0,1,1,0
LK,SE,2018.0,1,3,-2
IT,KR,1997.0,2,1,1
VN,GR,2008.0,5,7,-2
nan,NP,2014.0,3,1,2
VE,CA,2009.0,4,5,-1
ZA,DK,2002.0,2,1,1
AT,EE,2000.0,3,1,2
SI,PT,2013.0,3,1,2
SG,BE,2014.0,4,8,-4
CU,PL,2020.0,1,1,0
AE,SG,2018.0,4,3,1
NO,BG,2019.0,4,2,2
SG,RU,2022.0,3,3,0
SE,SK,2003.0,1,5,-4
BN,AU,2011.0,1,2,-1
KR,AT,2017.0,4,5,-1
LU,AU,2020.0,4,3,1
GB,HR,2012.0,8,18,-10
TW,SE,1999.0,2,5,-3
DE,CR,2003.0,4,1,3
GR,NG,2017.0,1,2,-1
ML,BF,2020.0,4,2,2
LT,SE,2011.0,2,3,-1
PL,TR,2023.0,1,4,-3
BE,AR,2000.0,2,1,1
JP,UG,2018.0,1,2,-1
IE,KE,2019.0,3,1,2
DE,VE,1999.0,2,2,0
GB,AU,2019.0,1657,1471,186
PE,MX,2019.0,118,197,-79
BE,LB,2016.0,7,5,2
US,TZ,2006.0,2,3,-1
NO,FR,1997.0,14,14,0
CL,CA,1999.0,6,1,5
KH,KR,2019.0,1,4,-3
PT,CN,2002.0,8,16,-8
RU,KR,2022.0,14,7,7
DK,BD,2017.0,2,4,-2
NG,QA,2016.0,2,1,1
US,,2014.0,51250,0,51250
,IT,2000.0,9695,0,9695
,IL,1998.0,2252,0,2252
,SE,2012.0,3368,0,3368
TN,,2021.0,1718,0,1718
IT,,2009.0,4070,0,4070
,ID,1998.0,493,0,493
,CL,2003.0,1321,0,1321
ES,,2009.0,4044,0,4044
,ES,2014.0,12783,0,12783
,TW,2003.0,4859,0,4859
SE,,2022.0,6832,0,6832
,NL,2001.0,4788,0,4788
IN,,2015.0,7734,0,7734
CO,,2019.0,2821,0,2821
AT,,2022.0,4630,0,4630
,CN,2014.0,39311,0,39311
,DK,2003.0,1388,0,1388
,IL,1997.0,2367,0,2367
SK,AR,2008.0,2,0,2
CO,,2017.0,1486,0,1486
BW,,2012.0,27,0,27
BY,,2016.0,238,0,238
,nan,2000.0,652,0,652
LV,,2020.0,340,0,340
,IE,2000.0,891,0,891
JO,,2025.0,293,0,293
,SG,2013.0,1780,0,1780
,NZ,2012.0,1224,0,1224
BA,,2015.0,81,0,81
,SI,2009.0,624,0,624
JP,BN,2015.0,2,0,2
ZA,,2008.0,441,0,441
nan,,2022.0,1637,0,1637
TR,,2007.0,804,0,804
CZ,,2019.0,2218,0,2218
FI,,2018.0,1952,0,1952
JM,,2020.0,62,0,62
CO,,2010.0,290,0,290
MY,,2018.0,2400,0,2400
PH,,2024.0,2768,0,2768
CZ,,2010.0,700,0,700
,NG,1994.0,834,0,834
GH,,2023.0,1928,0,1928
,SA,2009.0,1204,0,1204
,GR,1999.0,2011,0,2011
KE,,2015.0,169,0,169
NZ,,2008.0,365,0,365
BG,,2014.0,270,0,270
,AM,1999.0,164,0,164
ST,GB,2016.0,1,0,1
BM,,2023.0,7,0,7
TZ,,2011.0,63,0,63
SY,,2021.0,114,0,114
,EE,2009.0,363,0,363
,BA,2008.0,198,0,198
CU,,2020.0,613,0,613
,GH,2004.0,119,0,119
CZ,,2017.0,1617,0,1617
,DZ,2018.0,981,0,981
,MU,2002.0,14,0,14
,RO,2013.0,2104,0,2104
,AR,2018.0,1628,0,1628
,UA,2015.0,4393,0,4393
KZ,,2020.0,334,0,334
VE,,2006.0,130,0,130
TJ,,2018.0,23,0,23
UZ,,2011.0,63,0,63
,GE,2016.0,196,0,196
,PG,2005.0,14,0,14
AE,,2025.0,440,0,440
,JP,2020.0,1280,0,1280
,SD,1994.0,86,0,86
JP,CY,2004.0,1,0,1
DK,TH,2016.0,4,0,4
,GM,1995.0,28,0,28
,PA,2016.0,72,0,72
MZ,,2013.0,17,0,17
,CI,2002.0,104,0,104
,AL,2013.0,143,0,143
ZA,CR,2007.0,1,0,1
,RW,2007.0,23,0,23
,LY,2011.0,71,0,71
PG,,2024.0,112,0,112
EC,,2004.0,15,0,15
,JM,2016.0,35,0,35
TH,,2001.0,96,0,96
MZ,BR,2001.0,2,0,2
,ME,2008.0,36,0,36
DO,,2022.0,123,0,123
SK,,2001.0,134,0,134
TH,CO,2011.0,2,0,2
,AO,2008.0,36,0,36
NE,,2018.0,26,0,26
,BO,2004.0,56,0,56
MM,,2020.0,33,0,33
FJ,BH,2018.0,1,0,1
,GF,2007.0,7,0,7
,HT,2017.0,15,0,15
,HN,2018.0,39,0,39
TW,CR,2015.0,1,0,1
,YE,2014.0,77,0,77
CZ,KR,2000.0,9,0,9
,ID,1997.0,402,0,402
GP,,2021.0,41,0,41
NL,MA,2010.0,1,0,1
,CR,2003.0,134,0,134
MX,SA,2017.0,4,0,4
,GH,1996.0,86,0,86
SG,IS,2000.0,3,0,3
CH,RW,2018.0,3,0,3
TN,EE,2021.0,1,0,1
LK,,2016.0,191,0,191
HU,CO,2011.0,1,0,1
ZW,MG,2011.0,1,0,1
RU,CO,2009.0,1,0,1
,CI,2005.0,92,0,92
