migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
FRA,ZAF,2001.0,5,3,2
SVN,HRV,2010.0,6,4,2
SAU,ZAF,2012.0,3,10,-7
IRN,BEL,2008.0,4,6,-2
ZMB,COG,2017.0,1,1,0
JPN,GHA,2011.0,3,1,2
AUT,IND,2012.0,3,6,-3
CZE,BEL,2021.0,2,12,-10
EGY,PSE,2014.0,2,1,1
CHE,COL,2015.0,3,5,-2
MYS,KWT,2019.0,2,2,0
GBR,TZA,1999.0,2,4,-2
ITA,KAZ,2018.0,2,2,0
JOR,AUS,2013.0,6,7,-1
TZA,PAK,2021.0,2,3,-1
BHR,SAU,2008.0,2,1,1
NLD,SUR,2018.0,2,2,0
KEN,PAK,2017.0,2,8,-6
ISR,IRL,2008.0,4,1,3
CHL,KOR,2021.0,5,2,3
LKA,KOR,2020.0,2,6,-4
FRA,CAF,2015.0,3,3,0
AUT,CHN,1998.0,2,3,-1
FRA,KHM,2005.0,3,1,2
SVK,ITA,2009.0,3,7,-4
ARG,IRL,2011.0,1,3,-2
NIC,SWE,2005.0,2,1,1
TWN,SWE,2007.0,1,1,0
USA,LTU,2021.0,4,5,-1
ARG,NLD,2000.0,1,1,0
CUB,BRA,2001.0,4,3,1
GAB,FRA,2012.0,2,5,-3
ISL,DNK,1999.0,2,1,1
MDG,USA,2022.0,2,1,1
FIN,BEL,2004.0,3,4,-1
AUT,IRN,2005.0,2,1,1
CIV,BEL,2006.0,1,3,-2
CHE,THA,2014.0,5,2,3
CZE,ISR,2006.0,1,1,0
ITA,PER,2019.0,1,2,-1
PRT,CHL,2013.0,3,2,1
CHE,LAO,2014.0,1,3,-2
GBR,GIB,2018.0,1,1,0
PHL,GBR,2017.0,2,2,0
AUS,KWT,2018.0,4,3,1
LKA,SWE,2018.0,2,3,-1
ZAF,HKG,2014.0,1,2,-1
UKR,TUR,2015.0,1,1,0
GHA,ITA,2017.0,1,2,-1
KGZ,USA,2021.0,1,3,-2
SWE,TZA,2020.0,2,2,0
COG,NGA,2018.0,1,1,0
OMN,SAU,2014.0,5,4,1
BIH,AUT,2005.0,1,3,-2
KEN,CHN,2005.0,2,1,1
ECU,DEU,2012.0,3,1,2
SGP,NLD,1999.0,1,1,0
QAT,MYS,2020.0,1,12,-11
GBR,GMB,2014.0,4,5,-1
BHR,ARE,2018.0,4,2,2
DZA,ITA,2020.0,5,2,3
BGD,HKG,2011.0,1,1,0
PRT,NOR,2013.0,4,2,2
SVK,SVN,2011.0,1,6,-5
CAN,ZAF,2004.0,5,10,-5
BRB,IND,2012.0,1,1,0
CHE,NGA,2005.0,1,2,-1
UGA,NLD,2009.0,1,2,-1
ETH,FIN,2013.0,2,1,1
RUS,MEX,2015.0,2,1,1
ISL,DEU,2006.0,1,2,-1
COD,BEL,2008.0,1,1,0
BRA,JPN,2013.0,5,15,-10
NZL,KOR,2014.0,4,5,-1
KOR,ETH,2016.0,5,5,0
CYP,ITA,2021.0,2,1,1
AUT,ETH,2012.0,3,2,1
FRA,DJI,2013.0,1,4,-3
RUS,ARM,2011.0,3,8,-5
OMN,MYS,2004.0,1,1,0
SGP,IRL,2021.0,4,4,0
ITA,NPL,2010.0,1,2,-1
ESP,SVN,2018.0,5,6,-1
AZE,HUN,2021.0,3,1,2
SEN,MLI,2014.0,2,2,0
SVK,FIN,2018.0,1,1,0
LUX,MEX,2020.0,1,1,0
SAU,SRB,2020.0,1,2,-1
DEU,PHL,2013.0,4,5,-1
NGA,GMB,2015.0,1,3,-2
ETH,GBR,2022.0,3,1,2
KOR,KHM,2019.0,5,2,3
KWT,TUR,2021.0,1,1,0
EGY,LBY,2013.0,2,4,-2
AUS,LUX,2020.0,1,4,-3
LBY,MYS,2018.0,1,13,-12
GHA,DEU,2006.0,1,5,-4
AUS,KHM,2010.0,1,2,-1
NZL,CAN,1997.0,2,4,-2
ZAF,HUN,2020.0,2,2,0
BEL,BGD,2010.0,1,1,0
NPL,DEU,2013.0,2,6,-4
AUT,CHN,1997.0,1,1,0
MEX,PRI,2014.0,1,1,0
ISR,BRA,2019.0,1,9,-8
VUT,NCL,2016.0,3,1,2
NLD,BGR,2000.0,1,2,-1
CAN,TTO,2009.0,2,1,1
NZL,CAN,1998.0,1,8,-7
CZE,ZAF,2019.0,2,4,-2
JPN,TUN,2005.0,1,2,-1
NAM,DEU,2012.0,1,2,-1
AUS,BRN,2008.0,1,1,0
DOM,PER,2020.0,1,1,0
FIN,IND,2022.0,3,5,-2
CAN,MLI,2020.0,1,1,0
GUF,GUY,2014.0,1,2,-1
CAN,PER,2021.0,1,3,-2
SDN,NLD,2019.0,1,1,0
ITA,TWN,2009.0,1,1,0
NOR,UKR,2022.0,1,1,0
HUN,RUS,2004.0,1,1,0
FIN,GRC,2021.0,2,2,0
IND,MAR,2012.0,1,2,-1
LKA,IND,2022.0,1,2,-1
ARE,OMN,2020.0,1,4,-3
NPL,KOR,2007.0,2,1,1
SRB,NOR,2019.0,1,1,0
GEO,NOR,2017.0,1,1,0
LUX,AUT,2019.0,1,1,0
SVK,POL,2003.0,2,3,-1
USA,LIE,2004.0,1,1,0
ETH,IND,2011.0,4,18,-14
IRQ,TUR,2015.0,4,6,-2
NZL,SWE,2007.0,4,5,-1
EST,NZL,2016.0,1,1,0
PSE,USA,2012.0,1,6,-5
GBR,GAB,2019.0,1,3,-2
PRT,IND,2007.0,4,8,-4
NLD,SGP,2005.0,2,5,-3
IND,TUR,2021.0,2,7,-5
AGO,RUS,2017.0,1,1,0
ITA,JOR,2010.0,1,1,0
NGA,BEN,2013.0,1,3,-2
CHN,GHA,2012.0,1,4,-3
USA,NCL,2012.0,2,1,1
OMN,FRA,2018.0,1,2,-1
DNK,IRL,2012.0,1,6,-5
ITA,VEN,2003.0,1,1,0
BEL,TZA,2016.0,1,3,-2
CAN,CMR,2010.0,2,3,-1
ITA,CUB,2009.0,1,2,-1
IND,ARG,2016.0,1,2,-1
MLT,AUS,2008.0,1,1,0
ZAF,EGY,2022.0,1,1,0
GHA,ITA,2019.0,1,2,-1
FIN,IRL,2022.0,1,4,-3
JAM,GBR,2012.0,1,6,-5
GBR,ISL,2004.0,1,1,0
PLW,FSM,2004.0,1,1,0
ISR,ITA,1997.0,1,3,-2
SGP,COL,2020.0,2,1,1
IRQ,IRN,2022.0,1,7,-6
NOR,EGY,2016.0,1,1,0
MYS,CHE,2015.0,2,1,1
PAN,ESP,2003.0,1,3,-2
BRN,ARE,2018.0,1,1,0
PAN,ARG,2007.0,1,1,0
JPN,BGR,2008.0,1,2,-1
BEL,EGY,2013.0,1,4,-3
DNK,ISL,2004.0,4,2,2
BGD,NZL,2015.0,1,1,0
NGA,ITA,2011.0,1,2,-1
SWE,URY,2012.0,1,1,0
USA,YEM,2006.0,1,1,0
SWE,KAZ,2017.0,1,3,-2
LUX,NOR,2015.0,1,1,0
SAU,KAZ,2022.0,1,1,0
GRC,JPN,2014.0,1,2,-1
RUS,JOR,2010.0,2,1,1
TUR,NPL,2018.0,1,1,0
TUR,KOR,2021.0,2,4,-2
AUS,FJI,2012.0,2,8,-6
DEU,BWA,2020.0,1,1,0
CHE,KEN,2008.0,1,3,-2
PHL,THA,2020.0,1,6,-5
MAR,SAU,2018.0,1,2,-1
USA,AZE,2019.0,1,8,-7
ISR,ITA,1998.0,1,3,-2
MDA,DEU,2015.0,1,1,0
PRT,CAN,2000.0,1,1,0
AUS,IRQ,2007.0,1,1,0
RUS,HRV,2008.0,1,1,0
UGA,DEU,2004.0,1,1,0
AUT,RUS,2000.0,2,7,-5
QAT,ARE,2008.0,1,2,-1
PSE,ARE,2018.0,1,1,0
UGA,CAN,2015.0,1,2,-1
DEU,MLT,2020.0,1,1,0
CHN,MEX,2018.0,1,5,-4
MEX,PRT,2021.0,1,1,0
AUS,PRT,2005.0,1,4,-3
ISR,HUN,2010.0,1,2,-1
USA,LVA,2008.0,1,1,0
DEU,PRI,2006.0,1,1,0
FRA,BOL,2008.0,1,2,-1
SRB,AUT,2003.0,1,1,0
CAN,JAM,2020.0,1,2,-1
ZWE,CHE,2008.0,1,1,0
EGY,CHE,2004.0,1,1,0
EGY,SYR,2016.0,1,1,0
SRB,ROU,2009.0,1,1,0
VNM,TWN,2011.0,1,5,-4
HRV,ITA,2015.0,1,10,-9
ISR,BRA,2017.0,1,3,-2
EGY,MAR,2011.0,1,1,0
ZAF,JPN,2011.0,1,4,-3
EST,ITA,2009.0,1,1,0
MAR,PSE,2020.0,1,1,0
NLD,AUT,2017.0,28,23,5
DNK,JPN,2010.0,7,8,-1
FRA,USA,1999.0,321,234,87
CAN,USA,2004.0,1231,1186,45
DEU,USA,2016.0,1193,1149,44
GBR,HRV,2011.0,3,4,-1
GLP,FRA,2015.0,18,11,7
ITA,CHE,2006.0,100,74,26
KEN,USA,2019.0,60,49,11
CHE,GBR,2005.0,122,126,-4
CHE,GBR,2002.0,137,112,25
CAN,TWN,2017.0,9,12,-3
BRA,SWE,2010.0,9,6,3
ESP,PER,2013.0,10,7,3
USA,POL,2014.0,83,306,-223
IND,BRA,2017.0,22,12,10
CHN,NGA,2021.0,24,23,1
ESP,SAU,2017.0,6,3,3
MEX,ESP,2015.0,106,147,-41
SUR,NLD,2017.0,2,1,1
NOR,CHN,2019.0,26,29,-3
GBR,ZAF,2018.0,70,93,-23
IRL,DEU,2022.0,19,13,6
DEU,IRQ,2019.0,13,3,10
PYF,FRA,2017.0,15,6,9
EGY,AUS,2011.0,2,3,-1
AUS,NLD,2014.0,51,87,-36
FRA,DEU,2017.0,364,343,21
CHL,CAN,2020.0,16,15,1
KOR,NOR,2019.0,10,3,7
USA,DNK,2022.0,72,53,19
GBR,THA,2021.0,44,23,21
CHN,BGD,2012.0,4,8,-4
ESP,IRL,2016.0,38,17,21
BTN,AUS,2018.0,2,1,1
ARG,USA,2011.0,82,94,-12
ESP,POL,2020.0,14,22,-8
FRA,IND,2011.0,46,92,-46
DEU,PAK,2016.0,38,24,14
SWE,KOR,2019.0,9,10,-1
JPN,DNK,2011.0,8,7,1
POL,ITA,2001.0,14,9,5
HKG,SGP,2003.0,18,15,3
USA,BWA,2021.0,11,8,3
JPN,CHE,2007.0,22,39,-17
PRT,IRL,2003.0,3,3,0
JPN,SGP,2007.0,20,15,5
SGP,NZL,2007.0,7,6,1
EGY,RUS,2018.0,5,4,1
SWE,FIN,2016.0,43,73,-30
AUS,BTN,2019.0,3,4,-1
FRA,TUN,2021.0,34,61,-27
AUS,VNM,2021.0,40,37,3
PAK,THA,2015.0,4,10,-6
IND,PAK,2021.0,29,29,0
JOR,MYS,2021.0,5,27,-22
TTO,USA,2013.0,10,2,8
ISR,DEU,2014.0,42,45,-3
PHL,KOR,2007.0,3,2,1
AUS,ISR,2013.0,9,14,-5
AUS,DNK,2003.0,11,12,-1
USA,ISL,2013.0,10,10,0
UZB,KGZ,2007.0,2,1,1
AUT,ITA,2006.0,20,17,3
ISR,IND,2009.0,9,25,-16
NZL,ITA,2001.0,2,1,1
USA,ZAF,2002.0,69,72,-3
BRA,NLD,2003.0,6,10,-4
FRA,NCL,2002.0,8,8,0
SWE,LVA,2013.0,4,5,-1
NLD,KOR,2004.0,4,2,2
GBR,PRT,2001.0,27,23,4
BEL,ITA,2000.0,14,11,3
CZE,CAN,2015.0,8,10,-2
FIN,FRA,2004.0,10,13,-3
ISL,NOR,2005.0,1,5,-4
AUT,ESP,2017.0,18,27,-9
AUS,ZAF,2012.0,20,43,-23
SAU,IND,2014.0,25,123,-98
GBR,FIN,1999.0,11,15,-4
QAT,AUS,2016.0,5,16,-11
ROU,AUT,2012.0,4,1,3
USA,UKR,1998.0,6,19,-13
ARG,DEU,2004.0,21,8,13
BGD,PAK,2007.0,5,4,1
ITA,NPL,2017.0,2,2,0
SAU,DEU,2022.0,10,7,3
SVK,BEL,2012.0,3,1,2
HRV,GBR,2021.0,9,4,5
RUS,AZE,2000.0,4,3,1
ARG,FRA,2001.0,13,17,-4
NOR,HUN,2006.0,2,2,0
CAN,BGD,2022.0,8,19,-11
NGA,DEU,2018.0,5,7,-2
ZAF,BWA,2009.0,5,12,-7
AUT,SVK,2021.0,6,8,-2
KEN,USA,2010.0,26,38,-12
KAZ,RUS,2010.0,3,6,-3
DEU,COL,2007.0,3,10,-7
BRA,SWE,2017.0,16,11,5
NPL,ITA,2017.0,2,2,0
SVK,CAN,2021.0,1,1,0
IRL,SAU,2021.0,4,2,2
USA,EST,2006.0,6,2,4
CYP,USA,2002.0,4,7,-3
EGY,OMN,2008.0,3,1,2
NGA,NOR,2020.0,1,1,0
GRC,ITA,2006.0,10,18,-8
SWE,ETH,2012.0,2,2,0
VEN,COL,2004.0,2,1,1
PRT,BEL,2012.0,6,8,-2
ISR,TUR,2005.0,3,3,0
EGY,JOR,2013.0,2,1,1
IRN,NLD,2006.0,3,5,-2
PRT,RUS,2003.0,6,6,0
SWE,DNK,2000.0,16,21,-5
KOR,NOR,2010.0,4,2,2
KEN,ITA,2020.0,2,1,1
AUS,KHM,2019.0,2,2,0
NOR,JPN,2019.0,4,11,-7
KOR,KHM,2017.0,1,1,0
BEL,CMR,2022.0,1,2,-1
POL,NOR,2002.0,2,2,0
COL,CHE,2016.0,3,2,1
URY,BRA,2020.0,6,26,-20
QAT,ESP,2021.0,1,3,-2
RUS,BRA,2018.0,4,9,-5
VEN,CHL,2008.0,4,2,2
MAR,TUN,2017.0,3,4,-1
SWE,NGA,2005.0,2,1,1
ZAF,SGP,2007.0,2,1,1
BIH,HRV,2016.0,9,11,-2
MOZ,SWE,2019.0,1,1,0
MEX,CUB,2015.0,4,26,-22
CZE,UKR,2020.0,3,17,-14
ARE,CHN,2015.0,1,5,-4
HRV,DEU,2000.0,3,2,1
POL,MEX,2011.0,2,3,-1
NOR,JPN,2010.0,3,6,-3
POL,NOR,2005.0,2,1,1
HUN,SRB,2015.0,2,3,-1
CHE,SVN,2008.0,1,1,0
AUT,NZL,2011.0,3,2,1
BFA,USA,2014.0,1,2,-1
NOR,IRL,2008.0,1,3,-2
NOR,CHN,2010.0,5,21,-16
CUB,VEN,2008.0,1,1,0
GRC,SGP,2015.0,4,2,2
SWE,TWN,2014.0,2,1,1
ROU,DNK,2018.0,2,1,1
USA,NAM,2017.0,4,3,1
ITA,GHA,2016.0,1,1,0
THA,ITA,2002.0,3,1,2
EGY,POL,2002.0,1,5,-4
SVN,FIN,2013.0,1,1,0
TWN,FRA,2005.0,2,4,-2
MAR,TUN,2019.0,3,4,-1
GHA,ZAF,2009.0,1,2,-1
GBR,GAB,2017.0,1,2,-1
BGR,RUS,2019.0,3,8,-5
JPN,ROU,2016.0,3,2,1
VNM,RUS,2015.0,3,15,-12
PAK,NLD,2015.0,6,16,-10
DZA,CHN,2013.0,1,1,0
FRO,GBR,2022.0,1,1,0
RWA,SWE,2012.0,1,1,0
UKR,SGP,2009.0,1,1,0
BGR,HUN,2002.0,1,3,-2
ITA,IRQ,2008.0,1,1,0
EST,SWE,1997.0,1,1,0
BWA,KEN,2007.0,1,2,-1
CZE,HKG,2017.0,1,1,0
ZMB,NGA,2020.0,1,1,0
USA,GMB,2018.0,1,3,-2
URY,CHE,2015.0,1,1,0
SAU,ETH,2018.0,1,3,-2
IRL,BGR,2007.0,1,1,0
BRA,,2024.0,93647,0,93647
USA,,2010.0,49222,0,49222
RUS,,2009.0,3631,0,3631
USA,,2017.0,82152,0,82152
,CHN,2003.0,68570,0,68570
MAR,,2020.0,953,0,953
,JPN,2010.0,23672,0,23672
GBR,,2009.0,10391,0,10391
USA,,2019.0,96829,0,96829
POL,,2009.0,1997,0,1997
,SRB,2002.0,697,0,697
DEU,,2013.0,13679,0,13679
,USA,2012.0,90219,0,90219
SAU,,2021.0,2123,0,2123
JOR,,2014.0,171,0,171
EGY,,2023.0,13405,0,13405
SGP,BRN,2003.0,2,0,2
,SAU,2013.0,1906,0,1906
,TUR,2009.0,7287,0,7287
ROU,,2023.0,7007,0,7007
PRT,,2004.0,177,0,177
,GRC,2000.0,2828,0,2828
DNK,,2016.0,1657,0,1657
EST,,2014.0,150,0,150
KOR,,2003.0,1323,0,1323
CAN,,2003.0,1642,0,1642
,SRB,2005.0,1046,0,1046
HUN,,2021.0,1999,0,1999
,CHE,1997.0,1538,0,1538
MYS,,2018.0,2501,0,2501
SVN,,2014.0,342,0,342
,PRT,2001.0,1765,0,1765
,CMR,2006.0,180,0,180
BGR,,2002.0,39,0,39
MRT,,2009.0,4,0,4
,NPL,2002.0,158,0,158
,LTU,1997.0,169,0,169
SDN,,2012.0,72,0,72
,JPN,2017.0,19865,0,19865
JAM,,2009.0,15,0,15
,NGA,2006.0,1460,0,1460
,CHE,1998.0,5669,0,5669
,LTU,1998.0,272,0,272
,TWN,2010.0,7278,0,7278
BRA,MOZ,2011.0,1,0,1
UZB,,2011.0,61,0,61
PER,,2021.0,638,0,638
,CZE,1995.0,1397,0,1397
IND,LBY,2008.0,10,0,10
AUT,,2000.0,73,0,73
KOR,ARM,2014.0,1,0,1
BRB,,2008.0,9,0,9
,JOR,2011.0,390,0,390
ARE,,2019.0,280,0,280
,CUB,2011.0,637,0,637
UGA,ZMB,2017.0,1,0,1
,TWN,2017.0,5367,0,5367
,URY,2010.0,236,0,236
COG,,2018.0,80,0,80
,ARG,2014.0,2538,0,2538
,UKR,2011.0,1834,0,1834
,ZWE,2011.0,130,0,130
NOR,,2007.0,475,0,475
,LKA,2007.0,185,0,185
ARE,,2017.0,193,0,193
,NPL,2005.0,175,0,175
ATA,,2023.0,1,0,1
ARE,,2010.0,76,0,76
,TWN,2019.0,3594,0,3594
AGO,,2020.0,13,0,13
NER,,2021.0,49,0,49
GRC,IRL,2020.0,9,0,9
MDV,,2016.0,2,0,2
MYS,UZB,2019.0,2,0,2
DNK,ARG,2016.0,2,0,2
,JPN,2019.0,10689,0,10689
USA,MSR,2018.0,2,0,2
,BLR,2013.0,208,0,208
GIN,,2023.0,107,0,107
,URY,2017.0,175,0,175
,BHS,2009.0,5,0,5
,KHM,2013.0,52,0,52
GUM,,2022.0,12,0,12
TUN,PSE,2019.0,1,0,1
ESP,ARM,2015.0,1,0,1
,VEN,2009.0,468,0,468
,KWT,2009.0,136,0,136
BWA,TZA,2020.0,2,0,2
,SDN,2009.0,136,0,136
,BRN,2016.0,34,0,34
BGD,CZE,2018.0,2,0,2
ZMB,CAN,2020.0,1,0,1
,BWA,2018.0,73,0,73
,IRQ,2006.0,133,0,133
,FJI,2011.0,18,0,18
,NER,2015.0,22,0,22
PAK,KGZ,2009.0,1,0,1
AFG,AUS,2018.0,1,0,1
JPN,IRQ,2010.0,1,0,1
KEN,,2014.0,166,0,166
MLI,CAN,2014.0,1,0,1
QAT,DNK,2020.0,4,0,4
IRN,ISR,2010.0,2,0,2
ROU,NOR,2008.0,3,0,3
,CAF,2011.0,9,0,9
,GRL,2011.0,8,0,8
BGR,,2005.0,130,0,130
,UZB,2000.0,111,0,111
UKR,TWN,2007.0,3,0,3
FRA,KHM,2002.0,1,0,1
MYS,SRB,2021.0,2,0,2
SRB,GBR,2000.0,6,0,6
HKG,BRN,2018.0,1,0,1
PHL,DEU,2018.0,7,0,7
DEU,GIN,2018.0,1,0,1
NZL,MWI,2017.0,1,0,1
BRA,LUX,2019.0,2,0,2
GBR,GRL,2019.0,1,0,1
UKR,IRL,2016.0,1,0,1
CZE,MLI,2020.0,1,0,1
TZA,,2005.0,24,0,24
HKG,MEX,2021.0,1,0,1
IND,MWI,2022.0,1,0,1
GRC,AUS,2000.0,1,0,1
ESP,CMR,2010.0,1,0,1
,SYR,2005.0,50,0,50
COL,HUN,2022.0,1,0,1
,MRT,2018.0,9,0,9
THA,AUT,2007.0,3,0,3
CRI,,2012.0,55,0,55
MYS,NLD,2004.0,2,0,2
FRO,,2020.0,6,0,6
,LUX,1999.0,40,0,40
FRA,GAB,2022.0,2,0,2
,NAM,2000.0,16,0,16
,SYR,2002.0,40,0,40
ECU,COL,2005.0,2,0,2
SLV,DEU,2010.0,1,0,1
,UGA,1998.0,113,0,113
ZAF,BEL,1998.0,4,0,4
PNG,,2012.0,11,0,11
,DJI,1995.0,3,0,3
,GLP,1995.0,14,0,14
AND,,2018.0,5,0,5
SWE,SDN,2003.0,2,0,2
BLR,FRA,2005.0,4,0,4
,JAM,2006.0,55,0,55
USA,TZA,2001.0,2,0,2
NZL,POL,2010.0,1,0,1
JPN,ECU,2010.0,1,0,1
BEN,CMR,2007.0,1,0,1
BEL,GRC,2000.0,2,0,2
ESP,ECU,2001.0,1,0,1
SWE,MAC,2020.0,1,0,1
CUB,SRB,2002.0,1,0,1
,HTI,2003.0,9,0,9
,CYP,1994.0,33,0,33
BEL,NZL,2007.0,1,0,1
SGP,SWE,2000.0,1,0,1
HND,ITA,2022.0,1,0,1
BRA,PAN,2004.0,1,0,1
ZAF,KNA,2011.0,2,0,2
PNG,IND,2000.0,1,0,1
CIV,JPN,2016.0,1,0,1
,PRY,1995.0,8,0,8
MEX,DNK,2002.0,2,0,2
NLD,HKG,2007.0,3,0,3
LBR,NGA,2020.0,3,0,3
PRT,QAT,2014.0,3,0,3
AUS,BWA,2009.0,2,0,2
USA,PRY,2010.0,1,0,1
NLD,ARM,2004.0,1,0,1
SVN,AUS,2007.0,3,0,3
SWE,MLT,2013.0,2,0,2
USA,ASM,2016.0,1,0,1
HRV,SVK,2008.0,1,0,1
JPN,MDG,2005.0,1,0,1
,UGA,1997.0,8,0,8
LBN,FIN,2011.0,1,0,1
UGA,USA,1998.0,1,0,1
,BLZ,2010.0,3,0,3
KOR,KHM,2010.0,2,0,2
PSE,FIN,2011.0,1,0,1
CAN,BWA,2015.0,2,0,2
SRB,CYP,2021.0,1,0,1
,GMB,2009.0,16,0,16
,TCA,2010.0,1,0,1
,MOZ,2009.0,43,0,43
IND,IRQ,2016.0,13,0,13
NPL,SWE,2016.0,2,0,2
UKR,NGA,2011.0,1,0,1
MLT,ISL,2015.0,1,0,1
IRL,SGP,2005.0,1,0,1
KEN,PAK,2010.0,3,0,3
CRI,CHL,2022.0,2,0,2
ETH,ZWE,2018.0,1,0,1
,BLZ,2017.0,6,0,6
,URY,2019.0,89,0,89
SWE,ZMB,2005.0,1,0,1
TUR,,2003.0,231,0,231
BWA,POL,2010.0,1,0,1
BEL,GMB,2003.0,2,0,2
RUS,IRN,1999.0,2,0,2
CHE,GEO,2014.0,1,0,1
CUB,ECU,2015.0,25,0,25
CUB,ARG,2012.0,2,0,2
,BRB,1994.0,2,0,2
NOR,ZWE,2012.0,1,0,1
MUS,USA,2015.0,2,0,2
THA,ARE,2020.0,2,0,2
TWN,KEN,2018.0,2,0,2
OMN,QAT,2021.0,1,0,1
AUS,KHM,2017.0,1,0,1
GRC,NOR,2021.0,3,0,3
TUR,KWT,2020.0,3,0,3
BGD,NLD,2007.0,1,0,1
EST,EGY,2022.0,2,0,2
ETH,HUN,2020.0,1,0,1
ETH,NAM,2021.0,1,0,1
IRL,ISR,2013.0,2,0,2
MYS,KAZ,2018.0,1,0,1
AUT,BFA,2018.0,2,0,2
BFA,NGA,2005.0,1,0,1
BFA,GBR,2007.0,1,0,1
AUT,LIE,2014.0,2,0,2
SYR,DEU,1999.0,1,0,1
CUB,FRA,2008.0,1,0,1
ARG,NZL,2008.0,2,0,2
ZAF,BFA,1998.0,4,0,4
COL,AUS,1999.0,2,0,2
BWA,BHS,2021.0,1,0,1
CUB,DNK,2005.0,2,0,2
LKA,BRN,2012.0,2,0,2
BRA,TWN,2001.0,1,0,1
ITA,BFA,2019.0,2,0,2
BOL,MEX,2008.0,2,0,2
GTM,,2011.0,6,0,6
KOR,QAT,2014.0,1,0,1
TWN,HUN,2019.0,1,0,1
FJI,AUS,2007.0,11,0,11
SVK,ESP,2005.0,1,0,1
KHM,PNG,2009.0,1,0,1
NIC,,2012.0,8,0,8
ESP,SAU,2010.0,2,0,2
SLV,ESP,2010.0,2,0,2
HKG,GRC,2010.0,1,0,1
BRA,GTM,2011.0,1,0,1
VGB,USA,2013.0,1,0,1
PRT,NGA,2011.0,1,0,1
BLR,FRA,2002.0,6,0,6
KWT,IRL,2011.0,1,0,1
ITA,BGD,2014.0,3,0,3
ARE,GRC,2009.0,2,0,2
PAK,FIN,2021.0,4,0,4
NOR,BLR,2009.0,1,0,1
DOM,,2008.0,3,0,3
IRL,PAK,2012.0,1,0,1
LVA,CHE,2022.0,1,0,1
JPN,TUN,2002.0,1,0,1
GBR,GRD,2013.0,2,0,2
FRO,NOR,2008.0,2,0,2
ECU,,2008.0,12,0,12
NLD,COG,2011.0,1,0,1
FRA,NGA,2018.0,2,0,2
GBR,BRB,2010.0,2,0,2
GMB,,2008.0,8,0,8
CAN,MRT,2012.0,1,0,1
TZA,THA,2016.0,1,0,1
BOL,ESP,2010.0,3,0,3
JPN,ECU,2017.0,2,0,2
MEX,URY,2001.0,3,0,3
CHE,TUN,2012.0,1,0,1
MNE,,2014.0,9,0,9
BGR,SGP,2017.0,1,0,1
AUS,MOZ,2018.0,1,0,1
ISR,HUN,2017.0,3,0,3
AUT,EST,2020.0,1,0,1
ZAF,LBY,2021.0,2,0,2
NLD,CYP,2022.0,2,0,2
NPL,NGA,2010.0,1,0,1
RUS,NZL,2020.0,2,0,2
BRA,TUR,2021.0,2,0,2
CIV,TGO,2017.0,1,0,1
FIN,MWI,2020.0,1,0,1
TWN,PAK,2015.0,1,0,1
CZE,ECU,2013.0,1,0,1
LUX,,2001.0,2,0,2
BIH,,2003.0,2,0,2
BGR,OMN,2016.0,1,0,1
ZWE,AUT,2003.0,1,0,1
ZMB,GBR,2001.0,2,0,2
ISL,ISR,2014.0,3,0,3
LBN,GUM,2013.0,1,0,1
DZA,SAU,2008.0,3,0,3
ARG,ISR,1997.0,1,0,1
SGP,UKR,2005.0,1,0,1
SWE,ZMB,2002.0,1,0,1
RUS,CHL,2001.0,4,0,4
BLR,PRT,2003.0,2,0,2
MAR,DZA,2009.0,1,0,1
FIN,NZL,2002.0,1,0,1
MWI,CHE,1998.0,1,0,1
ECU,URY,2014.0,1,0,1
SRB,IRL,2013.0,2,0,2
CRI,GBR,2013.0,1,0,1
FRA,GUY,2007.0,2,0,2
,AGO,2001.0,2,0,2
ROU,CAN,1998.0,2,0,2
FRA,SVN,1999.0,1,0,1
MEX,MAR,2012.0,1,0,1
NPL,THA,2004.0,1,0,1
COD,ZAF,2010.0,1,0,1
UGA,USA,1997.0,5,0,5
HUN,CHN,2011.0,1,0,1
,REU,1998.0,5,0,5
SVK,PRT,2003.0,1,0,1
VNM,GHA,2010.0,1,0,1
FIN,KOR,2012.0,3,0,3
CAN,SVN,2005.0,2,0,2
PRT,IDN,2013.0,1,0,1
AUT,EGY,2014.0,4,0,4
GBR,BIH,2006.0,1,0,1
CAN,SLE,2021.0,1,0,1
NAM,CHE,2019.0,1,0,1
NLD,URY,2019.0,3,0,3
ETH,,2025.0,1,0,1
MAR,MLI,2018.0,3,0,3
TUN,MCO,2006.0,1,0,1
BRA,BEN,2002.0,1,0,1
KEN,BEN,2007.0,1,0,1
HRV,CZE,2007.0,1,0,1
ATG,,2022.0,4,0,4
SEN,GMB,2016.0,1,0,1
COL,URY,2012.0,1,0,1
MUS,MDG,2019.0,1,0,1
NAM,,2004.0,3,0,3
TUN,BEL,2007.0,2,0,2
FRA,HKG,1997.0,1,0,1
,BTN,2009.0,10,0,10
SGP,ETH,2012.0,1,0,1
GBR,PYF,2006.0,1,0,1
,MNE,1995.0,4,0,4
CAF,RWA,2015.0,1,0,1
BHR,EGY,2012.0,1,0,1
ETH,BWA,2019.0,1,0,1
IND,QAT,2007.0,2,0,2
JPN,UZB,1998.0,1,0,1
FRA,AND,2003.0,2,0,2
ITA,MDG,2018.0,1,0,1
